tiempo,vision x,vision y,tipo estimulo A,tipo estimulo B,tipo estimulo C,AX,AY,BX,BY,CX,CY,recargando?,municion
"0,0000",1087,379,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,100
"0,0200",1041,382,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,0434",1008,387,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,0644",985,389,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,0854",971,392,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,1068",961,394,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,1288",952,394,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,1503",950,396,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,1711",947,397,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,1923",944,398,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,2140",945,392,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,2353",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,2564",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,2770",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,2980",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,3192",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,3401",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,3610",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
"0,3828",943,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,0
