col_0;col_1;col_2;col_3;col_4;col_5;col_6;col_7;col_8;col_9;col_10
5,2286;172;953;0;0;0;0;0;0;0;0
5,2494;172;953;0;0;0;0;0;0;0;0
5,2702;174;954;0;0;0;0;0;0;0;0
5,2910;175;952;0;0;0;0;0;0;0;0
5,3119;177;952;0;0;0;0;0;0;0;0
5,3328;177;954;0;0;0;0;0;0;0;0
5,3535;177;953;0;0;0;0;0;0;0;0
5,3744;182;954;0;0;0;0;0;0;0;0
5,3943;189;959;0;0;0;0;0;0;0;0
5,4161;195;963;0;0;0;0;0;0;0;0
5,4368;201;966;0;0;0;0;0;0;0;0
5,4577;206;969;0;0;0;0;0;0;0;0
5,4778;209;971;0;0;0;0;0;0;0;0
5,4986;211;974;0;0;0;0;0;0;0;0
5,5202;212;975;0;0;0;0;0;0;0;0
5,5410;213;978;0;0;0;0;0;0;0;0
5,5618;213;979;0;0;0;0;0;0;0;0
5,5826;212;980;0;0;0;0;0;0;0;0
5,6026;213;980;0;0;0;0;0;0;0;0
5,6244;212;980;0;0;0;0;0;0;0;0
5,6453;212;980;0;0;0;0;0;0;0;0
5,6653;225;971;0;0;0;0;0;0;0;0
5,6860;307;910;0;0;0;0;0;0;0;0
5,7068;523;737;0;0;0;0;0;0;0;0
5,7276;663;613;0;0;0;0;0;0;0;0
5,7486;729;552;0;0;0;0;0;0;0;0
5,7702;752;521;0;0;0;0;0;0;0;0
5,7903;758;519;0;0;0;0;0;0;0;0
5,8111;761;521;0;0;0;0;0;0;0;0
5,8319;762;520;0;0;0;0;0;0;0;0
5,8527;766;520;0;0;0;0;0;0;0;0
5,8734;769;518;0;0;0;0;0;0;0;0
5,8944;768;516;0;0;0;0;0;0;0;0
5,9150;769;516;0;0;0;0;0;0;0;0
5,9366;772;515;0;0;0;0;0;0;0;0
5,9574;772;516;0;0;0;0;0;0;0;0
5,9778;773;516;0;0;0;0;0;0;0;0
5,9987;773;516;0;0;0;0;0;0;0;0
6,0194;773;515;0;0;0;0;0;0;0;0
6,0409;773;513;0;0;0;0;0;0;0;0
6,0609;774;514;0;0;0;0;0;0;0;0
6,0819;776;513;0;0;0;0;0;0;0;0
6,1027;776;512;0;0;0;0;0;0;0;0
6,1234;776;513;0;0;0;0;0;0;0;0
6,1452;777;513;0;0;0;0;0;0;0;0
6,1652;779;512;0;0;0;0;0;0;0;0
6,1857;780;512;0;0;0;0;0;0;0;0
6,2068;781;514;0;0;0;0;0;0;0;0
6,2276;781;513;0;0;0;0;0;0;0;0
6,2487;781;512;0;0;0;0;0;0;0;0
6,2693;782;514;0;0;0;0;0;0;0;0
6,2900;782;513;0;0;0;0;0;0;0;0
6,3107;783;513;0;0;0;0;0;0;0;0
6,3319;784;513;0;0;0;0;0;0;0;0
6,3526;783;512;0;0;0;0;0;0;0;0
6,3742;783;511;0;0;0;0;0;0;0;0
6,3943;783;512;1;0;0;0;1;0;0;0
6,4150;783;513;1;0;0;0;1;0;0;0
6,4367;768;527;1;0;0;0;1;0;0;0
6,4566;607;691;1;0;0;0;1;0;0;0
6,4775;427;851;1;0;0;0;1;0;0;0
6,4982;326;921;1;0;0;0;1;0;0;0
6,5193;293;950;1;0;0;0;1;0;0;0
6,5401;254;984;1;0;0;0;1;0;0;0
6,5607;235;990;1;0;0;0;1;0;0;0
6,5815;225;992;1;0;0;0;1;0;0;0
6,6026;222;991;1;0;0;0;1;0;0;0
6,6232;220;989;1;0;0;0;1;0;0;0
6,6441;217;990;1;0;0;0;1;0;0;0
6,6648;214;987;1;0;0;0;1;0;0;0
6,6856;215;986;1;0;0;0;1;0;0;0
6,7065;216;985;1;0;0;0;1;0;0;0
6,7284;216;985;1;0;0;0;1;0;0;0
6,7491;216;985;1;0;0;0;1;0;0;0
6,7692;231;972;1;0;0;0;1;0;0;0
6,7897;443;807;1;0;0;0;1;0;0;0
6,8106;674;592;1;0;0;0;1;0;0;0
6,8317;790;476;1;0;0;0;1;0;0;0
6,8523;824;441;1;0;0;0;1;0;0;0
6,8732;846;405;1;0;0;0;1;0;0;0
6,8942;851;406;1;0;0;0;1;0;0;0
6,9149;855;406;1;0;0;0;1;0;0;0
6,9367;857;405;1;0;0;0;1;0;0;0
6,9575;854;401;1;0;0;0;1;0;0;0
6,9783;850;399;1;0;0;0;1;0;0;0
6,9992;818;414;1;0;0;0;1;0;0;0
7,0199;793;430;1;0;0;0;1;0;0;0
7,0398;786;434;1;0;0;0;1;0;0;0
7,0605;772;442;1;0;0;0;1;0;0;0
7,0815;765;448;1;0;0;0;1;0;0;0
7,1024;761;452;1;0;0;0;1;0;0;0
7,1233;757;454;1;0;0;0;1;0;0;0
7,1440;754;456;1;0;0;0;1;0;0;0
7,1648;752;457;1;0;0;0;1;0;0;0
7,1865;751;457;1;0;0;0;1;0;0;0
7,2065;749;458;1;0;0;0;1;0;0;0
7,2282;748;460;1;0;0;0;1;0;0;0
7,2481;747;461;1;0;0;0;1;0;0;0
7,2692;746;462;1;0;0;0;1;0;0;0
7,2900;746;462;1;0;0;0;1;0;0;0
7,3106;746;462;1;0;0;0;1;0;0;0
7,3315;746;462;1;0;0;0;1;0;0;0
7,3524;746;462;1;0;0;0;1;0;0;0
7,3733;746;463;1;0;0;0;1;0;0;0
7,3942;746;464;1;0;0;0;1;0;0;0
7,4156;747;464;1;0;0;0;1;0;0;0
7,4365;748;464;1;0;0;0;1;0;0;0
7,4573;748;464;1;0;0;0;1;0;0;0
7,4783;749;463;1;0;0;0;1;0;0;0
7,4980;750;464;1;0;0;0;1;0;0;0
7,5191;751;464;1;0;0;0;1;0;0;0
7,5397;752;464;1;0;0;0;1;0;0;0
7,5607;753;464;1;0;0;0;1;0;0;0
7,5816;753;463;1;0;0;0;1;0;0;0
7,6024;753;463;1;0;0;0;1;0;0;0
7,6238;753;463;1;0;0;0;1;0;0;0
7,6448;753;463;1;0;0;0;1;0;0;0
7,6656;761;465;1;0;0;0;1;0;0;0
7,6858;770;467;1;0;0;0;1;0;0;0
7,7073;785;470;1;0;0;0;1;0;0;0
7,7281;800;473;1;0;0;0;1;0;0;0
7,7489;812;477;1;0;0;0;1;0;0;0
7,7691;821;480;1;0;0;0;1;0;0;0
7,7898;827;483;1;0;0;0;1;0;0;0
7,8105;830;484;1;0;0;0;1;0;0;0
7,8315;833;483;1;0;0;0;1;0;0;0
7,8523;835;483;1;0;0;0;1;0;0;0
7,8732;838;483;1;0;0;0;1;0;0;0
7,8941;838;482;1;0;0;0;1;0;0;0
7,9149;839;483;1;0;0;0;1;0;0;0
7,9355;841;481;1;0;0;0;1;0;0;0
7,9565;842;481;1;0;0;0;1;0;0;0
7,9771;843;482;1;0;0;0;1;0;0;0
7,9980;843;482;1;0;0;0;1;0;0;0
8,0197;843;481;1;0;0;0;1;0;0;0
8,0396;844;481;1;0;0;0;1;0;0;0
8,0606;843;480;1;0;0;0;1;0;0;0
8,0815;843;481;1;0;0;0;1;0;0;0
8,1023;843;481;1;0;0;0;1;0;0;0
8,1231;843;481;1;0;0;0;1;0;0;0
8,1440;843;481;1;0;0;0;1;0;0;0
8,1646;842;480;1;0;0;0;1;0;0;0
8,1864;842;479;1;0;0;0;1;0;0;0
8,2064;842;478;1;0;0;0;1;0;0;0
8,2273;842;477;1;0;0;0;1;0;0;0
8,2481;842;476;1;0;0;0;1;0;0;0
8,2688;842;476;1;0;0;0;1;0;0;0
8,2899;842;475;1;0;0;0;1;0;0;0
8,3106;842;475;1;0;0;0;1;0;0;0
8,3320;841;475;1;0;0;0;1;0;0;0
8,3522;841;474;1;0;0;0;1;0;0;0
8,3738;841;475;1;0;0;0;1;0;0;0
8,3939;841;475;1;0;0;0;1;0;0;0
8,4154;844;472;1;1;0;0;1;1;0;0
8,4356;855;468;1;1;0;0;1;1;0;0
8,4565;863;464;1;1;0;0;1;1;0;0
8,4773;871;459;1;1;0;0;1;1;0;0
8,4979;876;456;1;1;0;0;1;1;0;0
8,5187;878;455;1;1;0;0;1;1;0;0
8,5397;883;453;1;1;0;0;1;1;0;0
8,5612;887;454;1;1;0;0;1;1;0;0
8,5814;890;452;1;1;0;0;1;1;0;0
8,6023;890;450;1;1;0;0;1;1;0;0
8,6238;891;450;1;1;0;0;1;1;0;0
8,6439;892;449;1;1;0;0;1;1;0;0
8,6647;893;449;1;1;0;0;1;1;0;0
8,6855;893;450;1;1;0;0;1;1;0;0
8,7062;893;450;1;1;0;0;1;1;0;0
8,7272;893;451;1;1;0;0;1;1;0;0
8,7480;892;451;1;1;0;0;1;1;0;0
8,7687;892;451;1;1;0;0;1;1;0;0
8,7897;893;451;1;1;0;0;1;1;0;0
8,8105;893;452;1;1;0;0;1;1;0;0
8,8311;893;453;1;1;0;0;1;1;0;0
8,8522;893;453;1;1;0;0;1;1;0;0
8,8729;893;453;1;1;0;0;1;1;0;0
8,8939;893;454;1;1;0;0;1;1;0;0
8,9144;892;454;1;1;0;0;1;1;0;0
8,9355;891;454;1;1;0;0;1;1;0;0
8,9564;892;455;1;1;0;0;1;1;0;0
8,9771;892;456;1;1;0;0;1;1;0;0
8,9979;892;457;1;1;0;0;1;1;0;0
9,0186;892;457;1;1;0;0;1;1;0;0
9,0404;891;458;1;1;0;0;1;1;0;0
9,0612;891;458;1;1;0;0;1;1;0;0
9,0820;891;459;1;1;0;0;1;1;0;0
9,1021;893;461;1;1;0;0;1;1;0;0
9,1229;893;462;1;1;0;0;1;1;0;0
9,1435;892;461;1;1;0;0;1;1;0;0
9,1646;891;461;1;1;0;0;1;1;0;0
9,1854;891;461;1;1;0;0;1;1;0;0
9,2063;891;461;1;1;0;0;1;1;0;0
9,2271;890;461;1;1;0;0;1;1;0;0
9,2487;892;463;1;1;0;0;1;1;0;0
9,2685;899;470;1;1;0;0;1;1;0;0
9,2896;903;473;1;1;0;0;1;1;0;0
9,3112;907;478;1;1;0;0;1;1;0;0
9,3319;910;481;1;1;0;0;1;1;0;0
9,3517;911;482;1;1;0;0;1;1;0;0
9,3727;915;485;1;1;0;0;1;1;0;0
9,3937;917;486;1;1;0;0;1;1;0;0
9,4146;919;488;1;1;0;0;1;1;0;0
9,4352;922;490;1;1;0;0;1;1;0;0
9,4562;922;490;1;1;0;0;1;1;0;0
9,4770;923;491;1;1;0;0;1;1;0;0
9,4979;925;489;1;1;0;0;1;1;0;0
9,5186;926;488;1;1;0;0;1;1;0;0
9,5396;926;488;1;1;0;0;1;1;0;0
9,5603;927;488;1;1;0;0;1;1;0;0
9,5812;928;489;1;1;0;0;1;1;0;0
9,6027;929;490;1;1;0;0;1;1;0;0
9,6227;929;492;1;1;0;0;1;1;0;0
9,6435;930;493;1;1;0;0;1;1;0;0
9,6645;930;493;1;1;0;0;1;1;0;0
9,6853;930;494;1;1;0;0;1;1;0;0
9,7062;930;494;1;1;0;0;1;1;0;0
9,7277;930;495;1;1;0;0;1;1;0;0
9,7486;929;495;1;1;0;0;1;1;0;0
9,7684;930;494;1;1;0;0;1;1;0;0
9,7895;931;495;1;1;0;0;1;1;0;0
9,8101;936;496;1;1;0;0;1;1;0;0
9,8311;948;499;1;1;0;0;1;1;0;0
9,8518;953;500;1;1;0;0;1;1;0;0
9,8727;960;503;1;1;0;0;1;1;0;0
9,8936;967;505;1;1;0;0;1;1;0;0
9,9152;973;505;1;1;0;0;1;1;0;0
9,9351;977;508;1;1;0;0;1;1;0;0
9,9559;979;510;1;1;0;0;1;1;0;0
9,9776;979;511;1;1;0;0;1;1;0;0
9,9979;981;511;1;1;0;0;1;1;0;0
10,0186;981;511;1;1;0;0;1;1;0;0
10,0395;983;510;1;1;0;0;1;1;0;0
10,0610;984;508;1;1;0;0;1;1;0;0
10,0818;986;508;1;1;0;0;1;1;0;0
10,1019;987;507;1;1;0;0;1;1;0;0
10,1227;989;505;1;1;0;0;1;1;0;0
10,1436;989;504;1;1;0;0;1;1;0;0
10,1645;989;502;1;1;0;0;1;1;0;0
10,1853;990;499;1;1;0;0;1;1;0;0
10,2061;991;498;1;1;0;0;1;1;0;0
10,2276;995;494;1;1;0;0;1;1;0;0
10,2475;995;494;1;1;0;0;1;1;0;0
10,2686;995;494;1;1;0;0;1;1;0;0
10,2894;995;494;1;1;0;0;1;1;0;0
10,3100;995;494;1;1;0;0;1;1;0;0
10,3319;995;494;1;1;0;0;1;1;0;0
10,3526;1036;464;1;1;0;0;1;1;0;0
10,3725;1040;461;1;1;0;0;1;1;0;0
10,3935;1041;459;1;1;0;0;1;1;0;0
10,4151;1043;460;1;1;0;0;1;1;0;0
10,4359;1046;459;1;1;0;0;0;0;0;0
10,4566;1047;460;1;1;0;0;0;0;0;0
10,4769;1049;459;1;1;0;0;0;0;0;0
10,4976;1050;458;1;1;0;0;0;0;0;0
10,5184;1051;458;1;1;0;0;0;0;0;0
10,5394;1053;459;1;1;0;0;0;0;0;0
10,5601;1054;459;1;1;0;0;0;0;0;0
10,5809;1056;459;1;1;0;0;0;0;0;0
10,6018;1058;459;1;1;0;0;0;0;0;0
10,6236;1058;458;1;1;0;0;0;0;0;0
10,6436;1059;459;1;1;0;0;0;0;0;0
10,6644;1060;459;1;1;0;0;0;0;0;0
10,6852;1059;458;1;1;0;0;0;0;0;0
10,7060;1058;457;1;1;0;0;0;0;0;0
10,7266;1059;457;1;1;0;0;0;0;0;0
10,7475;1060;458;1;1;0;0;0;0;0;0
10,7685;1061;459;1;1;0;0;0;0;0;0
10,7893;1061;459;1;1;0;0;0;0;0;0
10,8099;1062;460;1;1;0;0;0;0;0;0
10,8309;1063;460;1;1;0;0;0;0;0;0
10,8518;1065;460;1;1;0;0;0;0;0;0
10,8723;1068;460;1;1;0;0;0;0;0;0
10,8941;1069;462;1;1;0;0;0;0;0;0
10,9141;1069;463;1;1;0;0;0;0;0;0
10,9348;1067;464;1;1;0;0;0;0;0;0
10,9559;1066;462;1;1;0;0;0;0;0;0
10,9766;1066;462;1;1;0;0;0;0;0;0
10,9976;1066;461;1;1;1;0;0;0;1;0
11,0184;1066;460;1;1;1;0;0;0;1;0
11,0391;1067;460;1;1;1;0;0;0;1;0
11,0601;1067;461;1;1;1;0;0;0;1;0
11,0809;1067;461;1;1;1;0;0;0;1;0
11,1025;1068;461;1;1;1;0;0;0;1;0
11,1224;1068;461;1;1;1;0;0;0;1;0
11,1435;1067;461;1;1;1;0;0;0;1;0
11,1650;1066;459;1;1;1;0;0;0;1;0
11,1850;1067;459;1;1;1;0;0;0;1;0
11,2059;1067;459;1;1;1;0;0;0;1;0
11,2266;1067;460;1;1;1;0;0;0;1;0
11,2475;1066;460;1;1;1;0;0;0;1;0
11,2684;1065;460;1;1;1;0;0;0;1;0
11,2892;1066;459;1;1;1;0;0;0;1;0
11,3097;1067;459;1;1;1;0;0;0;1;0
11,3308;1067;459;1;1;1;0;0;0;1;0
11,3516;1066;459;1;1;1;0;0;0;1;0
11,3724;1065;458;1;1;1;0;0;0;1;0
11,3932;1064;458;1;1;1;0;0;0;1;0
11,4140;1063;460;1;1;1;0;0;0;1;0
11,4347;1061;460;1;1;1;0;0;0;1;0
11,4558;1061;461;1;1;1;0;0;0;1;0
