nombre,codigo,esZurdo,ultimoNivelTopos,ultimoNivelMemory,ultimoNivelGaleriaTiro,ultimoNivelAventuras,puntuacionTopos,puntuacionMemory,puntuacionGaleriaTiro,puntuacionAventuras,nivelesRecord,medallasTotales,multiplicadorVelocidad
Rodrigo,000,False,6,22,4,1,11525,49900,6825,250,17,60,1.0
