tiempo,vision x,vision y,tipo estimulo A,tipo estimulo B,tipo estimulo C,AX,AY,BX,BY,CX,CY,recargando?,municion
"0,0000",1490,129,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,0200",1490,129,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,0395",1465,143,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,0577",1369,210,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,0754",1321,251,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,0948",1249,308,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,1159",1211,340,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,1393",1193,354,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,1592",1181,365,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,1791",1178,370,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,2005",1177,372,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,2216",1173,376,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,2416",1171,377,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,2632",1160,378,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,2836",1051,389,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,3030",887,412,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,3201",822,421,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,3395",746,432,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,3586",714,437,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,3765",702,438,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,3944",686,442,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,4140",680,444,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,4315",678,447,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,4505",673,449,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,4697",673,450,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,4872",674,450,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,5060",675,449,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,5251",676,447,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,5419",676,447,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,5610",675,448,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,5807",672,451,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,5980",672,452,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,6166",670,454,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,6366",668,454,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,6535",669,454,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,6725",683,464,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,6919",706,483,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,7197",727,499,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,7474",751,516,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,7751",761,523,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,8030",776,531,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,8308",784,534,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,8586",794,539,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,8863",800,540,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,9140",807,544,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,9384",812,547,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,9568",817,547,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,9764",821,546,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"0,9932",823,546,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,0123",826,546,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,0392",827,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,0668",829,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,0946",851,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,1194",923,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,1375",984,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,1573",1022,547,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,1848",1047,549,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,2091",1061,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,2275",1070,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,2540",1079,544,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,2714",1081,545,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,2903",1082,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,3099",1084,548,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,3344",1070,546,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"1,3530",1059,544,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,3723",1046,543,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,3969",1035,542,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,4151",1025,540,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,4348",1015,539,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,4591",1010,535,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,4777",1017,494,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,4972",1017,494,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,5250",872,500,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,5492",776,468,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,5680",635,411,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,5877",556,373,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,6152",569,305,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,6401",528,307,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,6584",506,314,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,6777",492,313,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,6953",487,312,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,7170",479,310,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,7375",474,309,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,7579",432,283,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,7783",370,254,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,7996",331,236,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,8210",308,225,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,8412",301,222,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,8615",293,216,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,8823",290,213,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,9037",286,210,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,9244",283,209,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,9449",283,207,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,9651",283,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"1,9878",282,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,0082",282,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,0294",283,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,0497",282,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,0701",282,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,0912",283,207,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,1115",282,207,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,1329",281,207,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,1536",281,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,1738",281,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,1948",282,204,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,2162",282,204,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,2374",282,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,2581",281,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,2781",281,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,2992",280,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,3204",280,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,3414",280,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,False,300
"2,3622",279,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"2,3828",279,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"2,4028",279,206,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
"2,4260",279,205,Ninguno,Ninguno,Ninguno,-1,-1,-1,-1,-1,-1,True,300
